
0.1338,1,84,42000,3511,3511,42000,3511,16.763886574129188,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.35911049736911,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.447203638008617,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.494821551867812,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.663865146067952,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.242446608414085,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,18.023380395704862,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.75910097378634,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.53291588295517,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.163877050546418,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.721006642698985,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.461489012166375,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.28054093950144,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.27816004380848,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.21863765148449,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.52815409156925,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.385300349991667,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.316254374895838,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.623389919287636,Collection Zone
0.1338,1,84,42000,3511,3511,42000,3511,17.171019737625297,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.823528011237826,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.72353039213352,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.864003238018142,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.935430108806933,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.937811004499894,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.825908906930788,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.823528011237826,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.825908906930788,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,12.087807433156353,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.942572795885813,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,12.04257041499012,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.918763838956217,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.828289802623747,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.925906526035094,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.72353039213352,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.775910097378633,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.992571605437966,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,11.980667126973167,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,12.163996095331063,Collection Zone
0.034511,1,84,42000,3511,3511,42000,3511,12.004476083902764,Collection Zone
