0.1338,2,168,70000,5852,2926,35000,2926,17.492607248467877,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.585463064813357,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.43975086070199,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.549749289295868,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.275467493321525,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,16.82547392180112,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.349752146397908,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.104041370837557,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.075470350423565,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.186897330038143,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.57832030970986,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.694032942386535,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.024042513678374,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.278324595362925,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.175468921872543,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.662604819931143,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.4011799831431,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.43832230968129,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.49117869744718,Collection Zone
0.1338,2,168,70000,5852,2926,35000,2926,17.649747860744846,Collection Zone
