
0.35,1,84,21000,1755,1755,21000,1755,16.751583257940098,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.080139040998045,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.361078043902673,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.12299414313604,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.142040855197372,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.356316365887338,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,16.818246750154756,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.01347554878339,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,16.66111137564878,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.58011523260797,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.20870434741203,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.770582353221275,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.275367839626686,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.565830198561976,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.437264892147994,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,16.81348507213942,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.26584448359602,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,16.861101852292748,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.11823246512071,Collection Zone
0.35,1,84,21000,1755,1755,21000,1755,17.508690062377983,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.728108185324508,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.461454216465883,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.390029046235894,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.36622065615923,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.409075758297224,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.370982334174563,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.39955240226656,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.36622065615923,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.299557163944575,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.423360792343221,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.3471739440979,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.375744012189896,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.318603876005904,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.380505690205228,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.38526736822056,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.456692538450548,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.266225417837246,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.404314080281893,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.318603876005904,Collection Zone
0.05,1,84,21000,1755,1755,21000,1755,9.656683015094519,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.404266463501738,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.294747869149088,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.485214989762392,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.394743107471074,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.594733584115042,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.561401838007715,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.599495262130375,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.58997190609971,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.71853721251369,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.547116803961716,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.69949050045236,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.409028141517071,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.451883243655063,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.642350364268369,Collection Zone
0.1,1,84,21000,1755,1755,21000,1755,10.71853721251369,Collection Zone
